"","type","Source","variable","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)","leaf.char"
"43","Slope","N","Glu",1390.67623060121,1390.67623060121,1,6.0000000099488,0.39984144309931,0.55049160082693,"Amino acids"
"44","Slope","P","Glu",1843.54046180589,1843.54046180589,1,6.0000000099488,0.530047082448346,0.494007712708193,"Amino acids"
"45","Slope","N*P","Glu",2844.42222413347,2844.42222413347,1,6.0000000099488,0.817816441997858,0.400670709392591,"Amino acids"
"46","Slope","N","Ile",3340.02610947863,3340.02610947863,1,5.99999997675797,2.97019922919652,0.135580981105035,NA
"47","Slope","P","Ile",2834.7108839677,2834.7108839677,1,5.99999997687968,2.52083540864,0.16344941698069,NA
"48","Slope","N*P","Ile",2448.36176908275,2448.36176908275,1,5.9999999761193,2.17726508744537,0.190515172352766,NA
"49","Slope","N","K",1.64893820799302,1.64893820799302,1,7.99999999997866,0.578761533928311,0.468625682130381,NA
"50","Slope","P","K",5.15157551505425,5.15157551505425,1,7.99999999997866,1.80815371539559,0.215607178262326,NA
"51","Slope","N*P","K",16.7075593399115,16.7075593399115,1,7.99999999997866,5.86419347001168,0.0417451178763904,NA
"52","Slope","N","Leu",1891.85501837993,1891.85501837993,1,7.99999999991132,0.226929738936206,0.646548707392838,NA
"53","Slope","P","Leu",7431.95307749626,7431.95307749626,1,7.99999999991132,0.89146956573163,0.3727169932844,NA
"54","Slope","N*P","Leu",1365.86082296226,1365.86082296226,1,7.99999999991132,0.163836254346511,0.696255658105855,NA
"55","Slope","N","Lys",72.6908998893711,72.6908998893711,1,6.00000000336748,0.0412329252685758,0.845800133361271,NA
"56","Slope","P","Lys",2503.36840451526,2503.36840451526,1,6.00000000336466,1.42000171273412,0.278396138259393,NA
"57","Slope","N*P","Lys",437.062454150781,437.062454150781,1,6.00000000419456,0.247917738494452,0.636265386077718,NA
"58","Slope","N","mass_g",0.00369302204220086,0.00369302204220086,1,8.00000000011669,0.890773427549826,0.372894289951141,"Physical characteristics"
"59","Slope","P","mass_g",0.0220702138778305,0.0220702138778305,1,8.00000000011669,5.32343426008815,0.0499023172123959,"Physical characteristics"
"60","Slope","N*P","mass_g",0.000179634353330008,0.000179634353330008,1,8.00000000011669,0.0433286091425838,0.840309420313116,"Physical characteristics"
"61","Slope","N","Mg",0.443335385510598,0.443335385510598,1,7.99999999968911,6.40037143092024,0.0352611725637341,"Elements"
"62","Slope","P","Mg",0.330358144863867,0.330358144863867,1,7.99999999968911,4.76933468760516,0.0604953841757944,"Elements"
"63","Slope","N*P","Mg",0.261504570015143,0.261504570015143,1,7.99999999968911,3.77530518357414,0.0879359869507448,"Elements"
"64","Slope","N","Mn",0.0555287102943452,0.0555287102943452,1,7.99999999988561,0.124324623160273,0.73349984818297,"Elements"
"65","Slope","P","Mn",1.76898106296794,1.76898106296794,1,7.99999999988561,3.96061610048858,0.0817565794445765,"Elements"
"66","Slope","N*P","Mn",1.53544513466367,1.53544513466367,1,7.99999999988561,3.43774664922798,0.100837543375991,"Elements"
"67","Slope","N","moisture",0.00149381963370263,0.00149381963370263,1,7.99999999988667,2.44269907002567,0.156699794655485,NA
"68","Slope","P","moisture",0.000268522947795627,0.000268522947795627,1,7.99999999988667,0.439089659864184,0.526188545757573,NA
"69","Slope","N*P","moisture",3.37085898298206e-05,3.37085898298206e-05,1,7.99999999988667,0.0551204035423532,0.820279154213612,NA
"70","Slope","N","N",3.23087214360963,3.23087214360963,1,5.99999986064616,1.15256475703305,0.324280515060764,"Elements"
"71","Slope","P","N",3.82901293889837,3.82901293889837,1,5.99999986064616,1.36594243641819,0.286839415092101,"Elements"
"72","Slope","N*P","N",0.347589734817656,0.347589734817656,1,5.99999986025697,0.123997379175057,0.736776983441363,"Elements"
"73","Slope","N","N_P",0.00259838303577521,0.00259838303577521,1,8.00000000001592,0.000279737055521308,0.987065331895066,"Elements"
"74","Slope","P","N_P",0.426962280016698,0.426962280016698,1,8.00000000001592,0.0459659601321643,0.835601643296846,"Elements"
"75","Slope","N*P","N_P",9.83143981202879,9.83143981202879,1,8.00000000001592,1.05843441351263,0.333670601310362,"Elements"
"76","Slope","N","P",7.80766332214301e-05,7.80766332214301e-05,1,7.99999999987784,0.000717145668722956,0.979291513201369,"Elements"
"77","Slope","P","P",0.0163819620493683,0.0163819620493683,1,7.99999999987784,0.150470795731798,0.708203424949627,"Elements"
"78","Slope","N*P","P",0.249765335094512,0.249765335094512,1,7.99999999987784,2.29413232704563,0.16832721662741,"Elements"
"79","Slope","N","Pro",1234706.42182464,1234706.42182464,1,7.99999999972764,1.9509181096609,0.200018135808736,NA
"80","Slope","P","Pro",1474805.92619167,1474805.92619167,1,7.99999999972764,2.3302912650204,0.165393555432776,NA
"81","Slope","N*P","Pro",1044854.83842809,1044854.83842809,1,7.99999999972764,1.65094000502873,0.234782132299665,NA
"82","Slope","N","protein",0.0663118766661186,0.0663118766661186,1,5.99999985464748,0.108405015921132,0.753156980422627,NA
"83","Slope","P","protein",0.855641947165264,0.855641947165264,1,5.99999985464748,1.39878229313681,0.281665115590441,NA
"84","Slope","N*P","protein",0.0324839061920023,0.0324839061920023,1,5.9999998524886,0.0531038864373416,0.825403881541976,NA
"85","Slope","N","Put",10496.248765117,10496.248765117,1,5.99999115509622,2.63668977311505,0.155547011836462,"Polyamines"
"86","Slope","P","Put",10918.7421408648,10918.7421408648,1,5.99999115509622,2.74282140051562,0.148770891012044,"Polyamines"
"87","Slope","N*P","Put",869.38528060544,869.38528060544,1,5.99999115607552,0.218392239891197,0.656757419847426,"Polyamines"
"88","Slope","N","S",0.232627671965697,0.232627671965697,1,7.99999999995317,13.7784050736161,0.00593987286814473,"Elements"
"89","Slope","P","S",0.110530157272618,0.110530157272618,1,7.99999999995317,6.54663852706735,0.0337182488389856,"Elements"
"90","Slope","N*P","S",0.00160813461932874,0.00160813461932874,1,7.99999999995317,0.0952489014345812,0.765491209594577,"Elements"
"91","Slope","N","s_Al",0.0094434101866882,0.0094434101866882,1,7.99999999984977,1.7391332878371,0.223747349507991,NA
"92","Slope","P","s_Al",0.00656546685626477,0.00656546685626477,1,7.99999999984977,1.20912061789044,0.303491837612015,NA
"93","Slope","N*P","s_Al",0.0055697402583101,0.0055697402583101,1,7.99999999984977,1.02574393109473,0.340808424948967,NA
"94","Slope","N","s_Ca",72.7350121699935,72.7350121699935,1,7.99999999967597,0.336600543630895,0.577768951076246,NA
"95","Slope","P","s_Ca",367.746752392171,367.746752392171,1,7.99999999967597,1.7018455497663,0.228322877243805,NA
"96","Slope","N*P","s_Ca",264.066648174755,264.066648174755,1,7.99999999967597,1.22203839222124,0.301094519192943,NA
"97","Slope","N","s_K",405.18621410403,405.18621410403,1,7.99999999999316,1.844890723079,0.211440519787354,NA
"98","Slope","P","s_K",2726.2007477734,2726.2007477734,1,7.99999999999316,12.4129160710459,0.00780929830762933,NA
"99","Slope","N*P","s_K",275.41831750769,275.41831750769,1,7.99999999999316,1.25403254417118,0.295274887712755,NA
"100","Slope","N","s_Mg",9.41262787156658,9.41262787156658,1,7.99999999981194,1.81160842089039,0.215210555764473,NA
"101","Slope","P","s_Mg",2.470768779607,2.470768779607,1,7.99999999981194,0.475538350000033,0.509954408873657,NA
"102","Slope","N*P","s_Mg",7.70802103467095,7.70802103467095,1,7.99999999981194,1.48352999877876,0.257923970607383,NA
"103","Slope","N","s_Mn",40.6320096668612,40.6320096668612,1,7.99999999995312,0.919216934188884,0.365755697797436,NA
"104","Slope","P","s_Mn",3.68801747171139,3.68801747171139,1,7.99999999995312,0.0834339266351003,0.780040090958589,NA
"105","Slope","N*P","s_Mn",55.0034734200573,55.0034734200573,1,7.99999999995312,1.24434219772695,0.297020064375818,NA
"106","Slope","N","s_P",20.2597830471442,20.2597830471442,1,7.99999999991164,1.67857735667814,0.231244192022911,NA
"107","Slope","P","s_P",17.7222741410154,17.7222741410154,1,7.99999999991164,1.46833793889734,0.260181149759246,NA
"108","Slope","N*P","s_P",20.3185652376354,20.3185652376354,1,7.99999999991164,1.68344761879816,0.230628445859644,NA
"109","Slope","N","s_Zn",0.000558526886751043,0.000558526886751043,1,7.99999999995133,0.330328056843422,0.581264248990991,NA
"110","Slope","P","s_Zn",0.00308753501706651,0.00308753501706651,1,7.99999999995133,1.82605254432131,0.213563125881015,NA
"111","Slope","N*P","s_Zn",0.000421572268529782,0.000421572268529782,1,7.99999999995133,0.24932935474705,0.630988065845151,NA
"112","Slope","N","SLA",22.2715136788882,22.2715136788882,1,6.00000001289363,0.0933555946590803,0.770276658871853,"Physical characteristics"
"113","Slope","P","SLA",0.0335751870424795,0.0335751870424795,1,6.00000001289363,0.000140737248367261,0.990919321700624,"Physical characteristics"
"114","Slope","N*P","SLA",139.766782640853,139.766782640853,1,6.00000001289363,0.5858609924386,0.473047798085589,"Physical characteristics"
"115","Slope","N","Spd",1257.44800338626,1257.44800338626,1,7.99999999998459,2.40872590641988,0.159261502675922,"Polyamines"
"116","Slope","P","Spd",267.334725657611,267.334725657611,1,7.99999999998459,0.512097579894391,0.494585712927668,"Polyamines"
"117","Slope","N*P","Spd",123.640748026143,123.640748026143,1,7.99999999998459,0.236842137454348,0.639548641021856,"Polyamines"
"118","Slope","N","Spm",389.299527652093,389.299527652093,1,6.00000001032662,7.99558969423154,0.0300505203656037,"Polyamines"
"119","Slope","P","Spm",143.608531074916,143.608531074916,1,6.00000001032662,2.94948955625879,0.136713160632917,"Polyamines"
"120","Slope","N*P","Spm",86.7459316116803,86.7459316116803,1,6.00000001032662,1.78162270320221,0.230365013216986,"Polyamines"
"121","Slope","N","Sr",0.000241727527364006,0.000241727527364006,1,5.99937686029113,3.02087471663845,0.132870247284294,NA
"122","Slope","P","Sr",1.12716852265712e-05,1.12716852265712e-05,1,5.99937686029113,0.140862521063154,0.720336358527012,NA
"123","Slope","N*P","Sr",2.19823868436053e-05,2.19823868436053e-05,1,5.99937686029113,0.274714416481063,0.61897830325262,NA
"124","Slope","N","total_chl",0.570281449092725,0.570281449092725,1,6.00000017272117,2.33577131275193,0.177295516103958,"Photosynthetic pigments"
"125","Slope","P","total_chl",3.27636862687563,3.27636862687563,1,6.00000017272117,13.4194227443864,0.0105385402743629,"Photosynthetic pigments"
"126","Slope","N*P","total_chl",0.874156836911661,0.874156836911661,1,6.00000017252782,3.58039081536428,0.107325424103562,"Photosynthetic pigments"
"127","Slope","N","Val",3141.10147581774,3141.10147581774,1,6.00000001358628,2.42007830719246,0.170790020234049,"Amino acids"
"128","Slope","P","Val",2304.21401729314,2304.21401729314,1,6.00000001358628,1.77529392199219,0.231097157109845,"Amino acids"
"129","Slope","N*P","Val",1091.59419028692,1091.59419028692,1,6.00000001358628,0.841024538846827,0.394471252689284,"Amino acids"
"130","Slope","N","Zn",0.000190258822663805,0.000190258822663805,1,8.00000000000971,4.31829520124226,0.0713309771055071,"Elements"
"131","Slope","P","Zn",0.000406403951321205,0.000406403951321205,1,8.00000000000971,9.22413062471935,0.0161336416767015,"Elements"
"132","Slope","N*P","Zn",1.14875900630978e-05,1.14875900630978e-05,1,8.00000000000971,0.260733270335488,0.623405188697221,"Elements"
"133","Intercept","N","Al",8.33011330866513e-09,8.33011330866513e-09,1,5.99999997767081,0.000176809692199198,0.989821969445404,"Elements"
"134","Intercept","P","Al",2.08667069665659e-07,2.08667069665659e-07,1,5.99999997767081,0.00442903463525708,0.949101336158477,"Elements"
"135","Intercept","N*P","Al",5.23622389463866e-06,5.23622389463866e-06,1,5.99999997766831,0.111140761330833,0.750190956482275,"Elements"
"136","Intercept","N","Ala",7021.30475368981,7021.30475368981,1,8.00000000008638,0.287116494534914,0.606646360597611,"Amino acids"
"137","Intercept","P","Ala",5347.62535521033,5347.62535521033,1,8.00000000008638,0.21867608655886,0.652524512113404,"Amino acids"
"138","Intercept","N*P","Ala",11279.7554262799,11279.7554262799,1,8.00000000008638,0.461253848225677,0.516202528385129,"Amino acids"
"139","Intercept","N","area_cm2",11.1385105130268,11.1385105130268,1,5.99998954043414,0.224040745111542,0.652707967823495,"Physical characteristics"
"140","Intercept","P","area_cm2",59.7494048572482,59.7494048572482,1,5.99998954043414,1.20180352377757,0.315001053099494,"Physical characteristics"
"141","Intercept","N*P","area_cm2",94.4049203037298,94.4049203037298,1,5.99998954048706,1.89886687832339,0.217390194736103,"Physical characteristics"
"142","Intercept","N","Arg",448361.021353756,448361.021353756,1,7.99999999984137,0.55192373919809,0.478777989089276,NA
"143","Intercept","P","Arg",1634448.51903256,1634448.51903256,1,7.99999999984137,2.0119744919563,0.193820981817956,NA
"144","Intercept","N*P","Arg",402209.237535166,402209.237535166,1,7.99999999984137,0.495111786591441,0.501618507020448,NA
"145","Intercept","N","Asp",51.289389950128,51.289389950128,1,7.99999999999214,0.011197670658204,0.91833118921762,NA
"146","Intercept","P","Asp",2331.86198516321,2331.86198516321,1,7.99999999999214,0.509099885095789,0.495813733773807,NA
"147","Intercept","N*P","Asp",6638.94904839928,6638.94904839928,1,7.99999999999214,1.44943749638781,0.263028657481741,NA
"148","Intercept","N","B",7.84706775789582e-05,7.84706775789582e-05,1,5.99999616245444,2.21110527973198,0.187577802913931,"Elements"
"149","Intercept","P","B",0.00020826270436668,0.00020826270436668,1,5.99999616245444,5.86831641326246,0.0516897903552026,"Elements"
"150","Intercept","N*P","B",2.23308886380119e-05,2.23308886380119e-05,1,5.99999616225619,0.629227977787401,0.457850531038706,"Elements"
"151","Intercept","N","C",44.5713014080422,44.5713014080422,1,5.99999994911901,1.00095556910637,0.355704558008749,"Elements"
"152","Intercept","P","C",78.8668713606478,78.8668713606478,1,5.99999994911901,1.77114492089281,0.231578977054865,"Elements"
"153","Intercept","N*P","C",29.4327948689273,29.4327948689273,1,5.9999999487343,0.660984063909395,0.44726445994481,"Elements"
"154","Intercept","N","Ca",0.432503541056553,0.432503541056553,1,7.99999999991615,0.178983542405487,0.68339155801383,"Elements"
"155","Intercept","P","Ca",5.58367802055919,5.58367802055919,1,7.99999999991615,2.31070124727756,0.166974343613208,"Elements"
"156","Intercept","N*P","Ca",1.4208882620392,1.4208882620392,1,7.99999999991615,0.588008167241567,0.465215121599242,"Elements"
"157","Intercept","N","carot",0.00659746370773336,0.00659746370773336,1,7.99999999989611,0.550756134380671,0.479228505368871,"Photosynthetic pigments"
"158","Intercept","P","carot",5.68033816771225e-05,5.68033816771225e-05,1,7.99999999989611,0.00474194513197104,0.946789737828439,"Photosynthetic pigments"
"159","Intercept","N*P","carot",0.0214061347756186,0.0214061347756186,1,7.99999999989611,1.78698368999468,0.21805979823667,"Photosynthetic pigments"
"160","Intercept","N","Chl_A",0.217130693281765,0.217130693281765,1,7.9999999997331,0.5708451584321,0.47158056307986,NA
"161","Intercept","P","Chl_A",0.0949132695283548,0.0949132695283548,1,7.9999999997331,0.249530729913496,0.630852265207862,NA
"162","Intercept","N*P","Chl_A",0.935866034128369,0.935866034128369,1,7.9999999997331,2.46042872358892,0.155384739729544,NA
"163","Intercept","N","Chl_B",0.0286018632879111,0.0286018632879111,1,8.00000000004566,0.407583436477658,0.541039588363379,NA
"164","Intercept","P","Chl_B",0.0433444159595454,0.0433444159595454,1,8.00000000004566,0.617668360661506,0.454561048408296,NA
"165","Intercept","N*P","Chl_B",0.189177979064538,0.189177979064538,1,8.00000000004566,2.69583173784389,0.139237506810101,NA
"166","Intercept","N","Chl_R",0.000493022241058661,0.000493022241058661,1,8.00000000005758,0.00859385731951997,0.92841895835442,"Photosynthetic pigments"
"167","Intercept","P","Chl_R",0.0641115252663853,0.0641115252663853,1,8.00000000005758,1.11752625904469,0.321325928436361,"Photosynthetic pigments"
"168","Intercept","N*P","Chl_R",0.0659570500794081,0.0659570500794081,1,8.00000000005758,1.14969555203378,0.314889856820341,"Photosynthetic pigments"
"169","Intercept","N","Fe",0.000142020400480022,0.000142020400480022,1,7.99999999992583,0.861662403376468,0.380428406012762,NA
"170","Intercept","P","Fe",8.43642906605541e-05,8.43642906605541e-05,1,7.99999999992583,0.511852784557875,0.494685786668745,NA
"171","Intercept","N*P","Fe",1.31256565619711e-05,1.31256565619711e-05,1,7.99999999992583,0.0796356350274694,0.784954868850167,NA
"172","Intercept","N","GABA",25846.5530325497,25846.5530325497,1,7.99999999986103,0.853837550260979,0.382494359819841,"Amino acids"
"173","Intercept","P","GABA",65200.7718063064,65200.7718063064,1,7.99999999986103,2.15389909842574,0.180390677368341,"Amino acids"
"174","Intercept","N*P","GABA",49540.4899785034,49540.4899785034,1,7.99999999986103,1.63656370536931,0.236652396566499,"Amino acids"
"175","Intercept","N","Glu",2197.74408369471,2197.74408369471,1,6.00000017182854,0.424098851554843,0.539025081238652,"Amino acids"
"176","Intercept","P","Glu",54.9135374198045,54.9135374198045,1,6.00000017182854,0.0105966697066027,0.921364852062923,"Amino acids"
"177","Intercept","N*P","Glu",1782.87581441956,1782.87581441956,1,6.00000017194736,0.344041688461336,0.578889093306569,"Amino acids"
"178","Intercept","N","Ile",1227.87040893196,1227.87040893196,1,5.99999995072958,1.37530337379822,0.285349976755196,NA
"179","Intercept","P","Ile",1029.86862539396,1029.86862539396,1,5.99999995072958,1.15352710251017,0.324095112558789,NA
"180","Intercept","N*P","Ile",2576.41597586206,2576.41597586206,1,5.99999995072958,2.88577162389056,0.140280376118199,NA
"181","Intercept","N","K",0.104143923435193,0.104143923435193,1,7.99999999995611,0.0470403450496573,0.833724610388966,NA
"182","Intercept","P","K",1.46177661784068,1.46177661784068,1,7.99999999995611,0.660263933032414,0.439975472828756,NA
"183","Intercept","N*P","K",5.95959102703555,5.95959102703555,1,7.99999999995611,2.69186342341948,0.13949078323196,NA
"184","Intercept","N","Leu",2539.90365399273,2539.90365399273,1,8.00000000004741,1.08179103136319,0.32870776286508,NA
"185","Intercept","P","Leu",373.127731771507,373.127731771507,1,8.00000000004741,0.158921868216841,0.700579820226211,NA
"186","Intercept","N*P","Leu",10.0887694656685,10.0887694656685,1,8.00000000004741,0.00429698989105129,0.949343462841024,NA
"187","Intercept","N","Lys",793.590408784471,793.590408784471,1,7.99999999976334,0.509130769231143,0.49580105359109,NA
"188","Intercept","P","Lys",1276.72382628604,1276.72382628604,1,7.99999999976334,0.819086743712498,0.391887493889166,NA
"189","Intercept","N*P","Lys",674.787902345269,674.787902345269,1,7.99999999976334,0.432912595699253,0.529037630049676,NA
"190","Intercept","N","mass_g",0.000386927041512805,0.000386927041512805,1,7.99999999982489,0.150153884331331,0.708494117894239,"Physical characteristics"
"191","Intercept","P","mass_g",0.00973356891590915,0.00973356891590915,1,7.99999999982489,3.77728363315257,0.0878668784995754,"Physical characteristics"
"192","Intercept","N*P","mass_g",0.000768038096135936,0.000768038096135936,1,7.99999999982489,0.298050772048287,0.59999573545975,"Physical characteristics"
"193","Intercept","N","Mg",0.00583053200514595,0.00583053200514595,1,8.00000000008213,0.0744496085127949,0.791875994931628,"Elements"
"194","Intercept","P","Mg",0.113819085496212,0.113819085496212,1,8.00000000008213,1.45334702716638,0.262436033163654,"Elements"
"195","Intercept","N*P","Mg",0.0204445354410827,0.0204445354410827,1,8.00000000008213,0.261054678796239,0.623194577429154,"Elements"
"196","Intercept","N","Mn",0.0386759628403845,0.0386759628403845,1,6.00000000320922,0.124278503183989,0.73649272470414,"Elements"
"197","Intercept","P","Mn",0.0606117178091867,0.0606117178091867,1,6.00000000320922,0.194765249822574,0.674438816493457,"Elements"
"198","Intercept","N*P","Mn",0.0115466662187993,0.0115466662187993,1,6.00000000319532,0.0371032106003348,0.85360948225231,"Elements"
"199","Intercept","N","moisture",1.76347992923878e-05,1.76347992923878e-05,1,7.99999999998602,0.0413641398864303,0.843914565957771,NA
"200","Intercept","P","moisture",0.00224855385525878,0.00224855385525878,1,7.99999999998602,5.27420214253556,0.0507423348592757,NA
"201","Intercept","N*P","moisture",1.45039357283236e-07,1.45039357283236e-07,1,7.99999999998602,0.000340203943590752,0.985735878213638,NA
"202","Intercept","N","N",21.0393979254095,21.0393979254095,1,7.99999999988203,2.40478048329943,0.159562621097559,"Elements"
"203","Intercept","P","N",36.8360579815261,36.8360579815261,1,7.99999999988203,4.21032168457055,0.0742878913810608,"Elements"
"204","Intercept","N*P","N",0.466763166135638,0.466763166135638,1,7.99999999988203,0.0533505262947862,0.823130074585851,"Elements"
"205","Intercept","N","N_P",45.3221665188923,45.3221665188923,1,7.99999999988218,2.32296311621924,0.16598252952572,"Elements"
"206","Intercept","P","N_P",24.0876601643259,24.0876601643259,1,7.99999999988218,1.23459998529479,0.298789796034935,"Elements"
"207","Intercept","N*P","N_P",22.5129712671139,22.5129712671139,1,7.99999999988218,1.15389015810198,0.314064760600807,"Elements"
"208","Intercept","N","P",0.193016622325411,0.193016622325411,1,7.99999999993413,0.97093156220653,0.353307339923747,"Elements"
"209","Intercept","P","P",0.0928857564632001,0.0928857564632001,1,7.99999999993413,0.467243243317689,0.513565340373752,"Elements"
"210","Intercept","N*P","P",0.489199143614527,0.489199143614527,1,7.99999999993413,2.46081857105018,0.155355989517939,"Elements"
"211","Intercept","N","Pro",745514.553479666,745514.553479666,1,7.9999999997375,1.87918323125062,0.207650438470939,NA
"212","Intercept","P","Pro",947548.424699232,947548.424699232,1,7.9999999997375,2.3884404431567,0.16081784743275,NA
"213","Intercept","N*P","Pro",739754.854143666,739754.854143666,1,7.9999999997375,1.86466502988388,0.209243532030067,NA
"214","Intercept","N","protein",0.455376866274932,0.455376866274932,1,7.99999999979752,0.672072756334758,0.436071761812218,NA
"215","Intercept","P","protein",0.579893375218679,0.579893375218679,1,7.99999999979752,0.85584176080694,0.381963516922065,NA
"216","Intercept","N*P","protein",0.569847317791504,0.569847317791504,1,7.99999999979752,0.841015180878519,0.385918289524514,NA
"217","Intercept","N","Put",5235.33690974962,5235.33690974962,1,6.00000000392724,2.16908977780843,0.191234644490353,"Polyamines"
"218","Intercept","P","Put",15591.728249464,15591.728249464,1,6.00000000392724,6.45992014406897,0.0439836842002316,"Polyamines"
"219","Intercept","N*P","Put",263.487859510256,263.487859510256,1,6.00000000392724,0.109167534485886,0.752326083778013,"Polyamines"
"220","Intercept","N","S",0.00171562338408294,0.00171562338408294,1,5.99999533907275,0.0260123547080696,0.877163877764727,"Elements"
"221","Intercept","P","S",0.0502386320475209,0.0502386320475209,1,5.99999533907275,0.761720275552698,0.416346946416208,"Elements"
